
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
00:33:11	-13,9	0,464	0,286	0,468	-1,822	-0,315	0,285	-1,481	0,162	0,081	0,117	0,105	-0,106	-5,601	-1,649	0,057	-1,019	
00:34:11	-14,0	1,280	1,004	1,109	-1,237	0,261	0,798	-0,937	0,698	0,303	0,364	0,316	0,131	-5,348	-1,275	0,564	-0,439	
00:35:11	-14,3	1,751	1,444	1,530	-0,838	0,612	1,143	-0,605	1,001	0,369	0,437	0,398	0,243	-5,253	-1,072	0,826	-0,093	
00:36:11	-14,7	1,952	1,709	1,785	-0,624	0,812	1,343	-0,449	1,169	0,351	0,426	0,400	0,249	-5,293	-1,008	0,964	0,016	
00:37:11	-15,2	1,864	1,674	1,747	-0,636	0,797	1,318	-0,459	1,101	0,246	0,326	0,304	0,161	-5,491	-1,089	0,887	-0,097	
00:38:11	-15,5	0,865	0,916	1,054	-1,208	0,250	0,779	-1,017	0,496	-0,093	-0,049	-0,021	-0,158	-5,850	-1,499	0,314	-0,828	
00:39:11	-15,7	-0,120	0,084	0,251	-1,899	-0,399	0,194	-1,646	-0,156	-0,405	-0,404	-0,320	-0,484	-6,263	-1,956	-0,267	-1,540	
00:40:12	-15,6	-0,865	-0,588	-0,364	-2,451	-0,921	-0,304	-2,088	-0,640	-0,599	-0,620	-0,552	-0,671	-6,508	-2,316	-0,690	-2,099	
00:41:12	-15,3	-1,277	-1,004	-0,759	-2,817	-1,245	-0,602	-2,427	-0,944	-0,682	-0,685	-0,588	-0,767	-6,602	-2,461	-0,936	-2,360	
00:42:12	-14,9	-1,295	-1,078	-0,837	-2,924	-1,332	-0,694	-2,488	-0,941	-0,603	-0,615	-0,549	-0,728	-6,515	-2,479	-0,952	-2,390	
00:43:12	-14,5	-1,245	-1,023	-0,794	-2,887	-1,288	-0,655	-2,441	-0,906	-0,488	-0,497	-0,458	-0,636	-6,419	-2,427	-0,921	-2,302	
00:44:12	-14,2	-0,963	-0,837	-0,614	-2,735	-1,162	-0,531	-2,276	-0,715	-0,358	-0,347	-0,295	-0,500	-6,218	-2,288	-0,707	-2,079	
00:45:12	-13,9	0,043	-0,087	0,127	-2,146	-0,578	0,027	-1,780	-0,120	-0,060	-0,015	-0,035	-0,221	-5,757	-1,868	-0,169	-1,331	
00:46:12	-14,0	0,989	0,768	0,869	-1,459	0,061	0,615	-1,158	0,504	0,216	0,255	0,242	0,054	-5,435	-1,435	0,403	-0,676	
00:47:12	-14,2	1,579	1,332	1,404	-0,990	0,479	1,034	-0,729	0,903	0,366	0,410	0,396	0,179	-5,294	-1,190	0,746	-0,258	
00:48:12	-14,6	1,883	1,616	1,693	-0,697	0,722	1,283	-0,542	1,104	0,360	0,433	0,416	0,235	-5,283	-1,081	0,894	-0,042	
00:49:12	-15,0	1,993	1,745	1,809	-0,598	0,805	1,341	-0,473	1,167	0,282	0,373	0,342	0,217	-5,396	-1,054	0,944	-0,073	
00:50:12	-15,4	1,130	1,108	1,197	-1,082	0,344	0,931	-0,897	0,648	0,014	0,054	0,070	-0,076	-5,764	-1,427	0,467	-0,694	
00:51:12	-15,6	0,121	0,269	0,425	-1,767	-0,276	0,341	-1,495	0,018	-0,310	-0,328	-0,278	-0,407	-6,167	-1,867	-0,127	-1,408	
00:52:12	-15,5	-0,698	-0,426	-0,243	-2,332	-0,806	-0,192	-2,017	-0,504	-0,563	-0,571	-0,483	-0,652	-6,448	-2,229	-0,602	-2,007	
00:53:12	-15,3	-1,217	-0,954	-0,688	-2,765	-1,213	-0,552	-2,356	-0,859	-0,639	-0,675	-0,582	-0,753	-6,575	-2,429	-0,899	-2,347	
00:54:12	-15,0	-1,279	-1,080	-0,827	-2,904	-1,333	-0,683	-2,469	-0,952	-0,606	-0,616	-0,550	-0,715	-6,560	-2,499	-0,958	-2,414	
00:55:12	-14,6	-1,249	-1,040	-0,810	-2,892	-1,323	-0,631	-2,456	-0,930	-0,505	-0,511	-0,472	-0,665	-6,448	-2,460	-0,890	-2,349	
00:56:12	-14,2	-1,005	-0,886	-0,654	-2,791	-1,165	-0,558	-2,370	-0,765	-0,375	-0,381	-0,348	-0,549	-6,260	-2,332	-0,759	-2,147	
00:57:12	-14,0	-0,046	-0,125	0,060	-2,178	-0,666	-0,024	-1,808	-0,165	-0,068	-0,044	-0,059	-0,267	-5,845	-1,912	-0,227	-1,432	
00:58:12	-13,9	0,950	0,692	0,847	-1,500	0,010	0,578	-1,232	0,459	0,217	0,238	0,231	0,034	-5,478	-1,520	0,349	-0,751	
00:59:12	-14,2	1,567	1,297	1,396	-0,994	0,440	1,033	-0,770	0,880	0,347	0,409	0,387	0,187	-5,336	-1,223	0,718	-0,311	
01:00:12	-14,5	1,866	1,613	1,685	-0,753	0,724	1,251	-0,557	1,118	0,375	0,444	0,397	0,225	-5,342	-1,090	0,882	-0,110	
01:01:12	-15,0	1,966	1,718	1,790	-0,620	0,815	1,345	-0,495	1,179	0,305	0,376	0,342	0,186	-5,416	-1,094	0,957	-0,085	
01:02:12	-15,4	1,142	1,123	1,235	-1,092	0,384	0,930	-0,891	0,697	-0,016	0,056	0,064	-0,094	-5,764	-1,439	0,477	-0,719	
01:03:12	-15,6	0,154	0,297	0,463	-1,759	-0,250	0,336	-1,486	0,026	-0,336	-0,329	-0,262	-0,398	-6,161	-1,898	-0,099	-1,432	
01:04:12	-15,5	-0,679	-0,410	-0,232	-2,347	-0,805	-0,164	-1,996	-0,521	-0,551	-0,542	-0,482	-0,647	-6,457	-2,245	-0,574	-2,008	
01:05:12	-15,3	-1,177	-0,927	-0,707	-2,796	-1,205	-0,540	-2,384	-0,849	-0,640	-0,662	-0,576	-0,745	-6,632	-2,465	-0,879	-2,371	
01:06:12	-14,9	-1,289	-1,062	-0,830	-2,899	-1,323	-0,660	-2,514	-0,938	-0,603	-0,610	-0,538	-0,744	-6,557	-2,503	-0,918	-2,406	
01:07:12	-14,6	-1,246	-1,033	-0,788	-2,918	-1,329	-0,662	-2,504	-0,915	-0,511	-0,543	-0,462	-0,639	-6,480	-2,474	-0,902	-2,392	
01:08:12	-14,2	-1,055	-0,913	-0,660	-2,818	-1,241	-0,574	-2,397	-0,789	-0,399	-0,395	-0,346	-0,553	-6,287	-2,395	-0,788	-2,237	
01:09:12	-13,9	-0,131	-0,246	-0,031	-2,287	-0,726	-0,104	-1,911	-0,257	-0,107	-0,091	-0,097	-0,285	-5,894	-2,011	-0,277	-1,557	
01:10:12	-13,9	0,836	0,649	0,736	-1,608	-0,073	0,519	-1,291	0,405	0,179	0,237	0,197	-0,022	-5,553	-1,564	0,292	-0,842	
01:11:12	-14,1	1,479	1,201	1,318	-1,082	0,373	0,956	-0,852	0,845	0,347	0,384	0,369	0,178	-5,325	-1,263	0,697	-0,385	
01:12:12	-14,4	1,800	1,566	1,660	-0,797	0,667	1,241	-0,585	1,080	0,352	0,440	0,390	0,239	-5,316	-1,117	0,920	-0,141	
01:13:12	-14,9	2,026	1,748	1,829	-0,616	0,801	1,367	-0,455	1,217	0,314	0,382	0,366	0,223	-5,376	-1,066	0,956	-0,049	
01:14:12	-15,3	1,533	1,415	1,491	-0,857	0,565	1,132	-0,719	0,909	0,123	0,169	0,187	0,028	-5,660	-1,295	0,683	-0,484	
01:15:12	-15,6	0,478	0,588	0,730	-1,522	-0,071	0,564	-1,305	0,240	-0,235	-0,212	-0,171	-0,321	-6,094	-1,735	0,071	-1,217	
01:16:12	-15,6	-0,424	-0,194	0,009	-2,151	-0,640	-0,014	-1,864	-0,337	-0,503	-0,476	-0,437	-0,601	-6,418	-2,158	-0,417	-1,842	
01:17:12	-15,4	-1,060	-0,772	-0,585	-2,669	-1,093	-0,440	-2,300	-0,764	-0,646	-0,640	-0,550	-0,727	-6,613	-2,426	-0,800	-2,284	
01:18:12	-15,1	-1,280	-1,029	-0,786	-2,908	-1,296	-0,647	-2,479	-0,943	-0,641	-0,648	-0,548	-0,754	-6,616	-2,512	-0,913	-2,434	
01:19:12	-14,8	-1,261	-1,057	-0,809	-2,931	-1,333	-0,668	-2,502	-0,936	-0,534	-0,551	-0,478	-0,664	-6,503	-2,516	-0,913	-2,434	
01:20:12	-14,4	-1,184	-1,003	-0,763	-2,862	-1,306	-0,647	-2,455	-0,861	-0,460	-0,456	-0,377	-0,588	-6,367	-2,432	-0,865	-2,345	
01:21:12	-14,0	-0,812	-0,729	-0,456	-2,697	-1,107	-0,413	-2,251	-0,630	-0,303	-0,278	-0,265	-0,439	-6,176	-2,263	-0,623	-2,037	
01:22:12	-13,9	0,256	0,090	0,290	-2,005	-0,500	0,139	-1,705	0,013	-0,008	0,048	0,023	-0,195	-5,747	-1,875	-0,068	-1,297	
01:23:12	-13,9	1,135	0,850	1,003	-1,431	0,092	0,710	-1,133	0,586	0,261	0,316	0,251	0,068	-5,441	-1,472	0,462	-0,692	
01:24:12	-14,2	1,667	1,379	1,473	-0,961	0,503	1,081	-0,750	0,956	0,356	0,391	0,359	0,178	-5,343	-1,235	0,769	-0,304	
01:25:12	-14,6	1,934	1,621	1,736	-0,721	0,722	1,282	-0,571	1,148	0,334	0,413	0,363	0,205	-5,351	-1,125	0,917	-0,150	
01:26:12	-15,0	1,900	1,687	1,747	-0,661	0,754	1,312	-0,556	1,133	0,253	0,308	0,290	0,139	-5,470	-1,191	0,852	-0,235	
01:27:12	-15,4	0,967	0,984	1,094	-1,204	0,235	0,842	-1,024	0,578	-0,077	-0,027	-0,014	-0,146	-5,839	-1,587	0,374	-0,898	
01:28:12	-15,5	-0,004	0,221	0,375	-1,876	-0,363	0,258	-1,624	-0,075	-0,380	-0,381	-0,325	-0,448	-6,270	-2,018	-0,213	-1,562	
01:29:12	-15,5	-0,754	-0,505	-0,295	-2,448	-0,869	-0,218	-2,116	-0,586	-0,577	-0,553	-0,526	-0,663	-6,520	-2,313	-0,611	-2,123	
01:30:12	-15,2	-1,203	-0,956	-0,716	-2,819	-1,231	-0,540	-2,409	-0,868	-0,623	-0,652	-0,581	-0,755	-6,597	-2,528	-0,875	-2,426	
01:31:12	-14,9	-1,267	-1,042	-0,795	-2,927	-1,317	-0,661	-2,520	-0,934	-0,600	-0,601	-0,510	-0,714	-6,562	-2,527	-0,900	-2,466	
01:32:12	-14,5	-1,201	-1,016	-0,811	-2,893	-1,321	-0,642	-2,477	-0,891	-0,523	-0,499	-0,430	-0,632	-6,415	-2,498	-0,864	-2,400	
01:33:12	-14,1	-1,003	-0,882	-0,632	-2,779	-1,236	-0,536	-2,373	-0,755	-0,370	-0,361	-0,320	-0,545	-6,291	-2,394	-0,767	-2,238	
01:34:12	-13,9	-0,113	-0,201	0,027	-2,262	-0,729	-0,067	-1,889	-0,227	-0,105	-0,086	-0,073	-0,295	-5,889	-2,018	-0,242	-1,542	
01:35:12	-13,9	0,866	0,637	0,774	-1,604	-0,088	0,539	-1,315	0,413	0,194	0,240	0,196	-0,029	-5,544	-1,621	0,286	-0,872	
01:36:12	-14,1	1,507	1,247	1,356	-1,081	0,380	0,968	-0,864	0,852	0,325	0,395	0,340	0,153	-5,346	-1,317	0,674	-0,443	
01:37:12	-14,4	1,827	1,591	1,659	-0,789	0,649	1,226	-0,620	1,082	0,334	0,409	0,364	0,163	-5,330	-1,184	0,845	-0,217	
01:38:12	-14,9	2,004	1,756	1,811	-0,645	0,787	1,351	-0,487	1,207	0,300	0,386	0,344	0,174	-5,370	-1,140	0,937	-0,127	
01:39:12	-15,3	1,360	1,309	1,383	-0,978	0,462	1,040	-0,819	0,802	0,051	0,124	0,117	-0,048	-5,701	-1,419	0,591	-0,620	
01:40:12	-15,5	0,340	0,475	0,634	-1,639	-0,133	0,470	-1,412	0,150	-0,282	-0,262	-0,193	-0,375	-6,086	-1,855	0,012	-1,350	
01:41:12	-15,5	-0,509	-0,272	-0,076	-2,243	-0,730	-0,056	-1,930	-0,382	-0,525	-0,500	-0,436	-0,614	-6,412	-2,235	-0,498	-1,936	
01:42:12	-15,3	-1,088	-0,812	-0,558	-2,685	-1,137	-0,449	-2,333	-0,807	-0,662	-0,653	-0,565	-0,743	-6,588	-2,482	-0,810	-2,353	
01:43:12	-15,0	-1,274	-1,041	-0,795	-2,900	-1,315	-0,612	-2,505	-0,943	-0,607	-0,632	-0,543	-0,751	-6,584	-2,550	-0,912	-2,450	
01:44:12	-14,7	-1,238	-1,035	-0,801	-2,909	-1,338	-0,659	-2,503	-0,880	-0,530	-0,558	-0,460	-0,670	-6,501	-2,542	-0,885	-2,447	
01:45:12	-14,3	-1,153	-0,973	-0,733	-2,893	-1,289	-0,609	-2,446	-0,831	-0,436	-0,422	-0,355	-0,592	-6,358	-2,442	-0,826	-2,338	
01:46:12	-14,0	-0,560	-0,537	-0,345	-2,531	-0,957	-0,315	-2,134	-0,494	-0,237	-0,228	-0,182	-0,382	-6,094	-2,218	-0,506	-1,884	
01:47:12	-13,9	0,513	0,330	0,502	-1,845	-0,323	0,307	-1,534	0,180	0,101	0,125	0,100	-0,117	-5,671	-1,785	0,121	-1,138	
01:48:12	-14,0	1,283	1,002	1,132	-1,273	0,184	0,824	-1,024	0,694	0,295	0,339	0,311	0,074	-5,425	-1,444	0,527	-0,645	
01:49:12	-14,3	1,750	1,462	1,563	-0,874	0,566	1,146	-0,708	1,012	0,345	0,394	0,349	0,150	-5,327	-1,266	0,774	-0,321	
01:50:12	-14,7	1,965	1,682	1,761	-0,702	0,740	1,311	-0,542	1,141	0,334	0,367	0,359	0,170	-5,380	-1,158	0,926	-0,178	
01:51:12	-15,1	1,666	1,488	1,605	-0,814	0,592	1,209	-0,678	0,967	0,186	0,221	0,196	0,053	-5,595	-1,320	0,725	-0,495	
01:52:12	-15,4	0,627	0,721	0,849	-1,458	0,019	0,661	-1,250	0,340	-0,170	-0,156	-0,145	-0,283	-5,988	-1,740	0,183	-1,175	
01:53:13	-15,5	-0,266	-0,062	0,107	-2,073	-0,566	0,105	-1,811	-0,239	-0,474	-0,453	-0,386	-0,530	-6,316	-2,169	-0,337	-1,818	
01:54:13	-15,4	-0,958	-0,676	-0,436	-2,586	-1,045	-0,362	-2,246	-0,686	-0,621	-0,623	-0,525	-0,696	-6,594	-2,426	-0,719	-2,274	
01:55:13	-15,1	-1,243	-1,003	-0,763	-2,874	-1,316	-0,603	-2,475	-0,910	-0,651	-0,637	-0,572	-0,761	-6,637	-2,564	-0,912	-2,465	
01:56:13	-14,7	-1,230	-1,017	-0,780	-2,906	-1,349	-0,637	-2,521	-0,902	-0,561	-0,552	-0,497	-0,681	-6,530	-2,537	-0,879	-2,445	
01:57:13	-14,3	-1,180	-1,001	-0,762	-2,869	-1,296	-0,633	-2,477	-0,842	-0,453	-0,436	-0,429	-0,600	-6,402	-2,512	-0,836	-2,387	
01:58:13	-14,0	-0,747	-0,676	-0,482	-2,689	-1,108	-0,416	-2,263	-0,597	-0,310	-0,290	-0,257	-0,473	-6,197	-2,293	-0,598	-2,073	
01:59:13	-13,9	0,307	0,171	0,338	-2,014	-0,486	0,170	-1,676	0,037	0,026	0,032	0,025	-0,181	-5,778	-1,885	-0,016	-1,342	
02:00:13	-13,9	1,155	0,890	1,018	-1,386	0,097	0,733	-1,159	0,593	0,257	0,300	0,296	0,057	-5,486	-1,495	0,459	-0,740	
02:01:13	-14,2	1,650	1,405	1,481	-0,944	0,470	1,077	-0,753	0,948	0,356	0,427	0,354	0,156	-5,361	-1,302	0,762	-0,404	
02:02:13	-14,6	1,905	1,678	1,746	-0,756	0,685	1,278	-0,588	1,139	0,344	0,383	0,382	0,167	-5,386	-1,192	0,891	-0,227	
02:03:13	-15,0	1,742	1,572	1,683	-0,763	0,651	1,250	-0,622	1,019	0,192	0,265	0,234	0,082	-5,530	-1,302	0,798	-0,417	
02:04:13	-15,3	0,781	0,842	0,962	-1,329	0,118	0,744	-1,158	0,448	-0,133	-0,094	-0,053	-0,245	-5,951	-1,692	0,262	-1,116	
02:05:13	-15,5	-0,150	0,063	0,223	-2,006	-0,467	0,159	-1,726	-0,162	-0,437	-0,414	-0,345	-0,527	-6,311	-2,105	-0,288	-1,726	
02:06:13	-15,4	-0,849	-0,579	-0,349	-2,524	-0,964	-0,294	-2,176	-0,649	-0,600	-0,576	-0,492	-0,668	-6,517	-2,402	-0,669	-2,212	
02:07:13	-15,1	-1,224	-0,937	-0,726	-2,846	-1,270	-0,589	-2,473	-0,875	-0,636	-0,646	-0,560	-0,730	-6,640	-2,561	-0,882	-2,445	
02:08:13	-14,7	-1,232	-1,030	-0,785	-2,941	-1,352	-0,625	-2,526	-0,937	-0,578	-0,572	-0,483	-0,691	-6,542	-2,560	-0,873	-2,472	
02:09:13	-14,4	-1,181	-0,996	-0,749	-2,911	-1,322	-0,626	-2,492	-0,876	-0,444	-0,475	-0,382	-0,611	-6,424	-2,514	-0,844	-2,437	
02:10:13	-14,0	-0,888	-0,785	-0,557	-2,748	-1,190	-0,482	-2,359	-0,692	-0,320	-0,322	-0,276	-0,505	-6,258	-2,407	-0,672	-2,194	
02:11:13	-13,8	0,101	-0,040	0,141	-2,168	-0,613	0,031	-1,817	-0,105	-0,059	-0,008	-0,025	-0,242	-5,868	-1,968	-0,147	-1,491	
02:12:13	-13,8	0,984	0,732	0,898	-1,521	-0,005	0,611	-1,233	0,480	0,206	0,269	0,231	-0,003	-5,512	-1,571	0,348	-0,863	
02:13:13	-14,1	1,569	1,301	1,430	-1,048	0,407	0,999	-0,867	0,877	0,350	0,395	0,329	0,160	-5,363	-1,341	0,681	-0,459	
02:14:13	-14,4	1,879	1,574	1,677	-0,797	0,656	1,239	-0,621	1,109	0,337	0,383	0,344	0,170	-5,358	-1,218	0,880	-0,276	
02:15:13	-14,9	1,992	1,752	1,823	-0,653	0,776	1,369	-0,521	1,187	0,280	0,342	0,326	0,143	-5,457	-1,196	0,933	-0,208	
02:16:13	-15,3	1,327	1,300	1,369	-1,013	0,418	1,052	-0,876	0,757	0,035	0,088	0,092	-0,084	-5,766	-1,484	0,561	-0,743	
02:17:13	-15,5	0,318	0,439	0,594	-1,684	-0,189	0,456	-1,456	0,127	-0,284	-0,288	-0,218	-0,390	-6,181	-1,883	-0,005	-1,422	
02:18:13	-15,5	-0,526	-0,260	-0,087	-2,264	-0,735	-0,059	-1,963	-0,410	-0,526	-0,525	-0,452	-0,620	-6,481	-2,258	-0,478	-2,022	
02:19:13	-15,3	-1,087	-0,808	-0,574	-2,703	-1,125	-0,445	-2,374	-0,795	-0,671	-0,621	-0,570	-0,754	-6,651	-2,505	-0,806	-2,399	
02:20:13	-15,0	-1,242	-1,033	-0,785	-2,897	-1,318	-0,605	-2,507	-0,910	-0,621	-0,622	-0,541	-0,758	-6,640	-2,581	-0,905	-2,500	
02:21:13	-14,7	-1,216	-1,021	-0,798	-2,933	-1,357	-0,640	-2,505	-0,911	-0,523	-0,513	-0,433	-0,670	-6,523	-2,547	-0,862	-2,498	
02:22:13	-14,3	-1,139	-0,998	-0,730	-2,905	-1,304	-0,619	-2,475	-0,848	-0,413	-0,438	-0,371	-0,588	-6,361	-2,481	-0,817	-2,401	
02:23:13	-14,0	-0,814	-0,724	-0,490	-2,729	-1,137	-0,451	-2,289	-0,619	-0,302	-0,281	-0,243	-0,480	-6,229	-2,349	-0,635	-2,173	
02:24:13	-13,8	0,196	0,067	0,255	-2,088	-0,544	0,104	-1,757	-0,014	-0,009	0,031	0,023	-0,205	-5,802	-1,935	-0,097	-1,424	
02:25:13	-13,8	1,073	0,854	0,977	-1,464	0,030	0,694	-1,192	0,563	0,225	0,291	0,257	0,039	-5,497	-1,557	0,414	-0,842	
02:26:13	-14,1	1,631	1,367	1,429	-1,032	0,465	1,067	-0,826	0,910	0,311	0,393	0,347	0,160	-5,376	-1,348	0,731	-0,465	
02:27:13	-14,5	1,897	1,636	1,708	-0,776	0,684	1,279	-0,621	1,119	0,317	0,396	0,344	0,156	-5,390	-1,258	0,874	-0,284	
02:28:13	-14,9	2,011	1,763	1,816	-0,649	0,768	1,365	-0,542	1,173	0,274	0,335	0,291	0,113	-5,480	-1,223	0,911	-0,260	
02:29:13	-15,3	1,319	1,284	1,361	-0,984	0,430	1,052	-0,852	0,778	0,013	0,058	0,070	-0,095	-5,775	-1,526	0,540	-0,784	
02:30:13	-15,6	0,312	0,468	0,619	-1,676	-0,198	0,457	-1,434	0,149	-0,298	-0,288	-0,229	-0,414	-6,204	-1,944	-0,015	-1,480	
02:31:13	-15,6	-0,523	-0,249	-0,084	-2,271	-0,724	-0,054	-1,967	-0,408	-0,527	-0,543	-0,450	-0,641	-6,491	-2,292	-0,479	-2,017	
02:32:13	-15,4	-1,071	-0,817	-0,591	-2,712	-1,165	-0,476	-2,373	-0,778	-0,629	-0,655	-0,555	-0,740	-6,654	-2,506	-0,806	-2,407	
02:33:13	-15,1	-1,256	-1,009	-0,783	-2,915	-1,340	-0,648	-2,513	-0,933	-0,644	-0,608	-0,528	-0,731	-6,641	-2,593	-0,889	-2,530	
02:34:13	-14,7	-1,229	-1,031	-0,801	-2,956	-1,344	-0,634	-2,544	-0,914	-0,554	-0,511	-0,437	-0,680	-6,519	-2,538	-0,882	-2,488	
02:35:13	-14,3	-1,159	-0,984	-0,764	-2,924	-1,323	-0,611	-2,478	-0,853	-0,431	-0,409	-0,370	-0,593	-6,403	-2,509	-0,813	-2,447	
02:36:13	-14,0	-0,832	-0,759	-0,520	-2,769	-1,141	-0,442	-2,323	-0,655	-0,286	-0,290	-0,249	-0,483	-6,232	-2,352	-0,648	-2,159	
02:37:13	-13,8	0,156	0,042	0,219	-2,135	-0,596	0,087	-1,790	-0,062	-0,019	0,027	0,016	-0,224	-5,832	-1,969	-0,109	-1,513	
02:38:13	-13,9	1,016	0,788	0,924	-1,511	-0,001	0,628	-1,227	0,521	0,241	0,265	0,244	0,023	-5,534	-1,600	0,381	-0,885	
02:39:13	-14,1	1,575	1,329	1,407	-1,072	0,411	1,009	-0,861	0,886	0,313	0,377	0,327	0,131	-5,403	-1,377	0,712	-0,525	
02:40:13	-14,5	1,856	1,590	1,686	-0,780	0,659	1,263	-0,648	1,112	0,351	0,380	0,333	0,152	-5,389	-1,252	0,852	-0,386	
02:41:13	-14,9	1,985	1,713	1,810	-0,659	0,733	1,358	-0,551	1,158	0,247	0,317	0,317	0,102	-5,490	-1,253	0,892	-0,307	
02:42:13	-15,3	1,264	1,224	1,327	-1,040	0,364	1,001	-0,913	0,734	0,014	0,054	0,035	-0,125	-5,812	-1,566	0,485	-0,863	
02:43:13	-15,5	0,298	0,430	0,583	-1,711	-0,220	0,446	-1,472	0,124	-0,304	-0,271	-0,261	-0,408	-6,218	-1,972	-0,051	-1,528	
02:44:13	-15,5	-0,544	-0,303	-0,122	-2,312	-0,743	-0,083	-2,002	-0,401	-0,530	-0,521	-0,448	-0,643	-6,506	-2,314	-0,500	-2,080	
02:45:13	-15,3	-1,120	-0,804	-0,584	-2,750	-1,148	-0,442	-2,367	-0,782	-0,645	-0,632	-0,563	-0,749	-6,666	-2,537	-0,813	-2,395	
02:46:13	-15,0	-1,244	-0,994	-0,787	-2,934	-1,316	-0,622	-2,535	-0,890	-0,642	-0,618	-0,531	-0,736	-6,623	-2,608	-0,900	-2,516	
02:47:13	-14,7	-1,195	-1,012	-0,780	-2,961	-1,332	-0,622	-2,519	-0,890	-0,535	-0,517	-0,440	-0,643	-6,503	-2,568	-0,861	-2,487	
02:48:13	-14,3	-1,154	-0,955	-0,730	-2,926	-1,331	-0,592	-2,477	-0,853	-0,441	-0,408	-0,349	-0,565	-6,401	-2,476	-0,799	-2,420	
02:49:13	-14,0	-0,830	-0,750	-0,536	-2,741	-1,163	-0,463	-2,330	-0,659	-0,318	-0,278	-0,234	-0,482	-6,241	-2,387	-0,651	-2,221	
02:50:13	-13,8	0,139	0,042	0,190	-2,160	-0,606	0,089	-1,807	-0,074	-0,037	0,015	-0,003	-0,224	-5,851	-1,983	-0,126	-1,521	
02:51:13	-13,8	1,023	0,778	0,876	-1,521	-0,026	0,639	-1,271	0,493	0,237	0,285	0,243	0,017	-5,546	-1,618	0,357	-0,920	
02:52:13	-14,1	1,577	1,316	1,401	-1,059	0,413	1,020	-0,846	0,892	0,337	0,387	0,318	0,123	-5,413	-1,378	0,704	-0,516	
02:53:13	-14,4	1,862	1,620	1,690	-0,790	0,669	1,266	-0,653	1,113	0,334	0,379	0,339	0,136	-5,424	-1,276	0,820	-0,374	
02:54:13	-14,9	1,981	1,724	1,790	-0,660	0,727	1,345	-0,580	1,167	0,272	0,316	0,291	0,129	-5,492	-1,283	0,869	-0,337	
02:55:13	-15,3	1,208	1,186	1,286	-1,086	0,354	0,995	-0,930	0,700	0,029	0,056	0,057	-0,134	-5,830	-1,590	0,485	-0,890	
02:56:13	-15,5	0,216	0,382	0,491	-1,761	-0,242	0,402	-1,537	0,089	-0,326	-0,299	-0,255	-0,413	-6,225	-1,991	-0,095	-1,561	
02:57:13	-15,5	-0,587	-0,354	-0,142	-2,332	-0,782	-0,080	-2,016	-0,455	-0,561	-0,540	-0,458	-0,640	-6,534	-2,322	-0,509	-2,099	
02:58:13	-15,3	-1,108	-0,831	-0,607	-2,765	-1,183	-0,474	-2,383	-0,799	-0,653	-0,625	-0,562	-0,755	-6,660	-2,554	-0,783	-2,445	
02:59:13	-14,9	-1,237	-1,009	-0,752	-2,932	-1,316	-0,616	-2,535	-0,903	-0,605	-0,624	-0,525	-0,719	-6,631	-2,588	-0,860	-2,529	
03:00:13	-14,6	-1,188	-1,012	-0,754	-2,929	-1,347	-0,619	-2,509	-0,871	-0,503	-0,521	-0,405	-0,651	-6,521	-2,554	-0,851	-2,537	
03:01:13	-14,2	-1,114	-0,952	-0,708	-2,894	-1,306	-0,585	-2,483	-0,830	-0,410	-0,411	-0,352	-0,598	-6,377	-2,519	-0,787	-2,436	
03:02:13	-13,9	-0,791	-0,710	-0,515	-2,688	-1,152	-0,419	-2,314	-0,590	-0,287	-0,279	-0,215	-0,449	-6,214	-2,350	-0,616	-2,190	
03:03:13	-13,8	0,197	0,057	0,284	-2,105	-0,593	0,120	-1,793	-0,003	-0,008	0,050	0,014	-0,212	-5,839	-1,995	-0,105	-1,516	
03:04:13	-13,8	1,060	0,829	0,950	-1,480	0,000	0,675	-1,219	0,531	0,238	0,269	0,230	-0,015	-5,552	-1,627	0,397	-0,930	
03:05:13	-14,1	1,610	1,333	1,426	-1,032	0,403	1,034	-0,836	0,917	0,335	0,399	0,339	0,098	-5,413	-1,394	0,697	-0,534	
03:06:14	-14,4	1,879	1,621	1,698	-0,780	0,642	1,265	-0,611	1,127	0,333	0,371	0,342	0,108	-5,410	-1,272	0,840	-0,384	
03:07:14	-14,9	1,968	1,740	1,824	-0,678	0,708	1,328	-0,574	1,143	0,270	0,307	0,275	0,083	-5,516	-1,306	0,860	-0,398	
03:08:14	-15,2	1,161	1,158	1,231	-1,118	0,320	0,958	-0,964	0,678	-0,030	0,031	0,036	-0,153	-5,853	-1,622	0,434	-0,947	
03:09:14	-15,4	0,191	0,331	0,508	-1,771	-0,284	0,388	-1,555	0,063	-0,312	-0,307	-0,277	-0,441	-6,245	-2,042	-0,111	-1,606	
