
                              Ïðîòîêîë èçìåðåíèÿ
                        ïðèáîðîì ÈÒ-6 îò 15.09.2024

Âðåìÿ   	Ò1,°C	Ì1 Ê1	Ì1 Ê2	Ì1 Ê3	Ì1 Ê4	Ì1 Ê5	Ì1 Ê6	Ì1 Ê7	Ì1 Ê8	Ì1 Ê9	Ì1 Ê10	Ì1 Ê11	Ì1 Ê12	Ì1 Ê13	Ì1 Ê14	Ì1 Ê15	Ì1 Ê16	
        		°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	°C	
        		(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	(L)	
05:45:16	-13,9	1,067	0,819	0,902	-1,473	-0,052	0,656	-1,224	0,532	0,225	0,277	0,248	-0,016	-5,614	-1,652	0,374	-1,078	
05:46:16	-14,1	1,589	1,346	1,396	-1,060	0,400	1,074	-0,878	0,914	0,352	0,383	0,354	0,083	-5,449	-1,401	0,709	-0,674	
05:47:16	-14,5	1,867	1,640	1,695	-0,787	0,634	1,280	-0,633	1,126	0,329	0,391	0,366	0,126	-5,443	-1,306	0,862	-0,482	
05:48:16	-14,9	1,981	1,752	1,792	-0,689	0,720	1,363	-0,577	1,168	0,289	0,342	0,308	0,090	-5,546	-1,322	0,890	-0,501	
05:49:16	-15,4	1,180	1,151	1,223	-1,131	0,280	0,960	-1,005	0,706	-0,021	0,034	0,034	-0,199	-5,894	-1,636	0,445	-1,099	
05:50:16	-15,6	0,193	0,331	0,469	-1,795	-0,329	0,391	-1,570	0,054	-0,361	-0,332	-0,280	-0,485	-6,325	-2,098	-0,118	-1,764	
05:51:16	-15,6	-0,623	-0,369	-0,179	-2,377	-0,858	-0,133	-2,083	-0,463	-0,581	-0,558	-0,481	-0,697	-6,642	-2,414	-0,594	-2,348	
05:52:16	-15,4	-1,156	-0,848	-0,651	-2,816	-1,249	-0,510	-2,433	-0,840	-0,671	-0,682	-0,552	-0,824	-6,769	-2,676	-0,885	-2,707	
05:53:16	-15,0	-1,290	-1,053	-0,840	-2,987	-1,397	-0,635	-2,585	-0,945	-0,640	-0,662	-0,540	-0,830	-6,736	-2,724	-0,961	-2,789	
05:54:16	-14,7	-1,261	-1,041	-0,830	-3,002	-1,399	-0,667	-2,589	-0,916	-0,527	-0,551	-0,468	-0,732	-6,626	-2,668	-0,941	-2,743	
05:55:16	-14,3	-1,149	-0,978	-0,768	-2,947	-1,352	-0,612	-2,568	-0,868	-0,453	-0,450	-0,371	-0,645	-6,548	-2,600	-0,852	-2,689	
05:56:16	-14,0	-0,904	-0,782	-0,604	-2,811	-1,246	-0,491	-2,380	-0,687	-0,347	-0,320	-0,270	-0,547	-6,369	-2,501	-0,707	-2,480	
05:57:16	-13,8	0,029	-0,085	0,108	-2,233	-0,703	-0,003	-1,858	-0,122	-0,079	-0,054	-0,021	-0,307	-6,010	-2,113	-0,216	-1,801	
05:58:16	-13,8	0,968	0,749	0,884	-1,558	-0,091	0,598	-1,308	0,470	0,224	0,252	0,207	-0,083	-5,673	-1,719	0,318	-1,166	
05:59:16	-14,0	1,555	1,294	1,383	-1,104	0,356	1,006	-0,900	0,899	0,363	0,404	0,362	0,094	-5,511	-1,464	0,686	-0,769	
06:00:16	-14,4	1,873	1,574	1,667	-0,847	0,584	1,222	-0,671	1,107	0,330	0,410	0,359	0,142	-5,464	-1,335	0,865	-0,556	
06:01:16	-14,8	2,017	1,749	1,807	-0,707	0,723	1,351	-0,593	1,183	0,309	0,332	0,317	0,085	-5,514	-1,315	0,906	-0,483	
06:02:16	-15,3	1,417	1,363	1,410	-0,983	0,417	1,083	-0,873	0,845	0,082	0,096	0,136	-0,118	-5,861	-1,593	0,585	-0,991	
06:03:16	-15,5	0,416	0,516	0,667	-1,656	-0,200	0,503	-1,457	0,184	-0,288	-0,247	-0,212	-0,453	-6,266	-1,997	0,021	-1,668	
06:04:16	-15,6	-0,442	-0,215	-0,046	-2,262	-0,739	-0,025	-1,997	-0,350	-0,516	-0,534	-0,430	-0,666	-6,591	-2,376	-0,477	-2,243	
06:05:16	-15,4	-1,016	-0,752	-0,552	-2,704	-1,154	-0,428	-2,423	-0,769	-0,650	-0,656	-0,570	-0,823	-6,817	-2,630	-0,802	-2,656	
06:06:16	-15,1	-1,293	-1,000	-0,781	-2,982	-1,379	-0,629	-2,577	-0,938	-0,630	-0,651	-0,576	-0,831	-6,798	-2,726	-0,941	-2,796	
06:07:16	-14,8	-1,224	-1,026	-0,811	-3,003	-1,413	-0,653	-2,601	-0,920	-0,573	-0,566	-0,484	-0,740	-6,716	-2,695	-0,947	-2,790	
06:08:16	-14,4	-1,166	-0,998	-0,784	-2,948	-1,368	-0,634	-2,558	-0,860	-0,451	-0,476	-0,397	-0,647	-6,565	-2,647	-0,881	-2,736	
06:09:16	-14,1	-1,023	-0,859	-0,702	-2,891	-1,287	-0,542	-2,487	-0,759	-0,365	-0,372	-0,313	-0,558	-6,454	-2,555	-0,752	-2,606	
06:10:16	-13,8	-0,264	-0,297	-0,098	-2,424	-0,865	-0,149	-2,082	-0,311	-0,136	-0,140	-0,096	-0,392	-6,172	-2,248	-0,359	-2,039	
06:11:16	-13,8	0,730	0,553	0,667	-1,737	-0,250	0,471	-1,465	0,344	0,138	0,186	0,160	-0,132	-5,768	-1,856	0,173	-1,351	
06:12:16	-14,0	1,419	1,147	1,240	-1,225	0,256	0,912	-1,025	0,777	0,325	0,371	0,318	0,033	-5,564	-1,574	0,570	-0,875	
06:13:16	-14,3	1,775	1,522	1,612	-0,905	0,522	1,200	-0,753	1,045	0,348	0,392	0,358	0,095	-5,515	-1,429	0,793	-0,646	
06:14:16	-14,7	1,990	1,708	1,762	-0,753	0,684	1,345	-0,638	1,156	0,334	0,361	0,312	0,085	-5,561	-1,351	0,893	-0,529	
06:15:16	-15,2	1,565	1,492	1,522	-0,932	0,504	1,158	-0,804	0,937	0,137	0,158	0,194	-0,084	-5,796	-1,547	0,651	-0,890	
06:16:16	-15,5	0,589	0,685	0,763	-1,547	-0,088	0,614	-1,352	0,313	-0,220	-0,185	-0,145	-0,398	-6,227	-1,962	0,143	-1,570	
06:17:16	-15,6	-0,284	-0,069	0,065	-2,159	-0,646	0,078	-1,899	-0,266	-0,483	-0,478	-0,412	-0,648	-6,582	-2,349	-0,401	-2,173	
06:18:16	-15,4	-0,935	-0,659	-0,473	-2,653	-1,108	-0,378	-2,338	-0,679	-0,621	-0,641	-0,544	-0,787	-6,796	-2,619	-0,769	-2,606	
06:19:16	-15,2	-1,239	-0,981	-0,771	-2,941	-1,351	-0,565	-2,579	-0,927	-0,660	-0,636	-0,570	-0,828	-6,811	-2,740	-0,939	-2,817	
06:20:16	-14,8	-1,241	-1,032	-0,807	-3,005	-1,418	-0,652	-2,615	-0,930	-0,581	-0,569	-0,516	-0,770	-6,747	-2,703	-0,936	-2,834	
06:21:16	-14,5	-1,169	-0,981	-0,792	-2,985	-1,406	-0,629	-2,559	-0,866	-0,498	-0,487	-0,403	-0,677	-6,645	-2,696	-0,896	-2,764	
06:22:16	-14,1	-1,091	-0,928	-0,727	-2,933	-1,340	-0,593	-2,535	-0,816	-0,418	-0,396	-0,346	-0,628	-6,502	-2,610	-0,821	-2,704	
06:23:16	-13,8	-0,644	-0,613	-0,423	-2,660	-1,116	-0,374	-2,269	-0,543	-0,247	-0,242	-0,203	-0,493	-6,333	-2,426	-0,589	-2,337	
06:24:16	-13,7	0,408	0,204	0,368	-2,021	-0,482	0,217	-1,711	0,096	0,045	0,088	0,076	-0,246	-5,926	-1,991	0,010	-1,630	
06:25:16	-13,8	1,199	0,936	1,042	-1,424	0,065	0,750	-1,190	0,628	0,265	0,289	0,251	0,009	-5,657	-1,662	0,460	-1,060	
06:26:16	-14,1	1,705	1,423	1,494	-1,030	0,450	1,102	-0,836	0,964	0,361	0,403	0,342	0,077	-5,517	-1,452	0,732	-0,730	
06:27:16	-14,5	1,940	1,660	1,707	-0,789	0,635	1,304	-0,679	1,127	0,333	0,367	0,319	0,088	-5,517	-1,388	0,875	-0,573	
06:28:16	-15,0	1,960	1,733	1,756	-0,729	0,681	1,330	-0,649	1,133	0,273	0,300	0,261	0,048	-5,636	-1,390	0,845	-0,605	
06:29:16	-15,3	1,069	1,075	1,135	-1,236	0,220	0,881	-1,103	0,611	-0,062	0,011	-0,016	-0,254	-6,000	-1,766	0,370	-1,236	
06:30:16	-15,5	0,127	0,252	0,405	-1,887	-0,377	0,333	-1,645	0,011	-0,366	-0,360	-0,287	-0,541	-6,410	-2,176	-0,183	-1,946	
06:31:16	-15,5	-0,657	-0,403	-0,246	-2,437	-0,885	-0,171	-2,129	-0,482	-0,574	-0,570	-0,502	-0,741	-6,689	-2,518	-0,602	-2,448	
06:32:16	-15,3	-1,158	-0,859	-0,676	-2,853	-1,263	-0,503	-2,508	-0,834	-0,659	-0,663	-0,563	-0,832	-6,822	-2,701	-0,861	-2,771	
06:33:16	-15,0	-1,253	-1,037	-0,808	-2,976	-1,418	-0,648	-2,615	-0,919	-0,633	-0,627	-0,512	-0,790	-6,814	-2,726	-0,945	-2,848	
06:34:16	-14,6	-1,216	-1,011	-0,805	-3,021	-1,404	-0,633	-2,609	-0,898	-0,536	-0,506	-0,463	-0,739	-6,698	-2,683	-0,927	-2,798	
06:35:16	-14,3	-1,124	-0,974	-0,757	-2,952	-1,382	-0,625	-2,557	-0,856	-0,441	-0,433	-0,352	-0,645	-6,573	-2,623	-0,830	-2,735	
06:36:16	-13,9	-0,918	-0,794	-0,620	-2,833	-1,264	-0,485	-2,433	-0,712	-0,342	-0,314	-0,251	-0,571	-6,426	-2,553	-0,712	-2,564	
06:37:16	-13,7	0,027	-0,103	0,073	-2,254	-0,719	0,020	-1,952	-0,132	-0,058	-0,059	-0,013	-0,328	-6,105	-2,192	-0,221	-1,884	
06:38:16	-13,8	0,943	0,712	0,857	-1,619	-0,125	0,607	-1,366	0,456	0,221	0,223	0,216	-0,106	-5,737	-1,812	0,292	-1,264	
06:39:16	-14,0	1,523	1,287	1,364	-1,145	0,322	0,985	-0,943	0,863	0,318	0,393	0,347	0,049	-5,562	-1,534	0,643	-0,856	
06:40:16	-14,4	1,858	1,589	1,648	-0,865	0,583	1,249	-0,740	1,095	0,340	0,388	0,334	0,083	-5,554	-1,406	0,819	-0,648	
06:41:16	-14,8	2,010	1,741	1,785	-0,720	0,691	1,357	-0,638	1,169	0,313	0,341	0,327	0,086	-5,574	-1,384	0,879	-0,586	
06:42:16	-15,2	1,370	1,308	1,366	-1,056	0,370	1,048	-0,947	0,793	0,050	0,090	0,096	-0,139	-5,886	-1,647	0,572	-1,076	
06:43:16	-15,5	0,365	0,518	0,630	-1,713	-0,226	0,483	-1,510	0,196	-0,282	-0,247	-0,215	-0,445	-6,316	-2,059	-0,030	-1,757	
06:44:16	-15,5	-0,443	-0,230	-0,048	-2,295	-0,756	-0,039	-2,034	-0,356	-0,521	-0,515	-0,436	-0,694	-6,673	-2,436	-0,494	-2,320	
06:45:16	-15,4	-1,006	-0,748	-0,545	-2,756	-1,161	-0,399	-2,416	-0,730	-0,633	-0,634	-0,553	-0,803	-6,809	-2,667	-0,795	-2,708	
06:46:16	-15,1	-1,244	-1,003	-0,787	-2,970	-1,377	-0,610	-2,600	-0,919	-0,648	-0,641	-0,561	-0,815	-6,845	-2,758	-0,907	-2,859	
06:47:16	-14,7	-1,237	-1,025	-0,809	-3,013	-1,420	-0,637	-2,605	-0,888	-0,554	-0,569	-0,478	-0,740	-6,743	-2,727	-0,898	-2,834	
06:48:17	-14,4	-1,153	-0,963	-0,774	-2,978	-1,388	-0,583	-2,577	-0,855	-0,468	-0,465	-0,394	-0,677	-6,600	-2,650	-0,872	-2,792	
06:49:17	-14,0	-1,059	-0,869	-0,697	-2,906	-1,330	-0,542	-2,512	-0,780	-0,389	-0,357	-0,301	-0,587	-6,509	-2,614	-0,782	-2,704	
06:50:17	-13,8	-0,393	-0,394	-0,215	-2,521	-0,969	-0,224	-2,155	-0,362	-0,162	-0,169	-0,141	-0,436	-6,269	-2,357	-0,437	-2,195	
06:51:17	-13,7	0,662	0,418	0,602	-1,841	-0,326	0,381	-1,583	0,273	0,131	0,158	0,141	-0,174	-5,867	-1,921	0,126	-1,501	
06:52:17	-13,9	1,353	1,109	1,161	-1,304	0,172	0,855	-1,108	0,733	0,333	0,348	0,313	-0,016	-5,610	-1,625	0,527	-1,014	
06:53:17	-14,2	1,759	1,494	1,541	-0,926	0,470	1,162	-0,809	1,000	0,351	0,389	0,336	0,060	-5,557	-1,460	0,764	-0,758	
06:54:17	-14,6	1,951	1,686	1,742	-0,763	0,660	1,314	-0,679	1,145	0,342	0,349	0,330	0,064	-5,567	-1,418	0,857	-0,620	
06:55:17	-15,1	1,714	1,539	1,590	-0,881	0,559	1,219	-0,761	0,995	0,177	0,200	0,190	-0,057	-5,778	-1,534	0,722	-0,860	
06:56:17	-15,4	0,746	0,789	0,879	-1,489	-0,015	0,699	-1,287	0,386	-0,158	-0,125	-0,105	-0,370	-6,209	-1,932	0,199	-1,552	
06:57:17	-15,5	-0,172	0,018	0,168	-2,083	-0,592	0,159	-1,862	-0,205	-0,457	-0,433	-0,372	-0,631	-6,582	-2,316	-0,327	-2,141	
06:58:17	-15,4	-0,848	-0,564	-0,383	-2,568	-1,032	-0,278	-2,298	-0,618	-0,614	-0,605	-0,523	-0,759	-6,788	-2,592	-0,693	-2,583	
06:59:17	-15,2	-1,205	-0,921	-0,739	-2,932	-1,339	-0,565	-2,548	-0,882	-0,652	-0,665	-0,554	-0,819	-6,836	-2,726	-0,904	-2,843	
07:00:17	-14,8	-1,259	-1,034	-0,783	-3,013	-1,431	-0,621	-2,619	-0,930	-0,589	-0,559	-0,485	-0,773	-6,757	-2,740	-0,893	-2,835	
07:01:17	-14,5	-1,188	-0,976	-0,789	-2,982	-1,420	-0,617	-2,605	-0,870	-0,487	-0,482	-0,423	-0,704	-6,655	-2,697	-0,891	-2,811	
07:02:17	-14,2	-1,087	-0,930	-0,731	-2,944	-1,379	-0,563	-2,533	-0,809	-0,380	-0,417	-0,308	-0,627	-6,543	-2,650	-0,812	-2,739	
07:03:17	-13,9	-0,699	-0,633	-0,448	-2,717	-1,138	-0,391	-2,316	-0,566	-0,254	-0,234	-0,180	-0,508	-6,372	-2,487	-0,597	-2,431	
07:04:17	-13,7	0,322	0,186	0,314	-2,074	-0,540	0,186	-1,769	0,054	0,011	0,056	0,064	-0,269	-6,023	-2,058	-0,053	-1,751	
07:05:17	-13,8	1,127	0,914	0,989	-1,484	-0,001	0,713	-1,263	0,592	0,261	0,271	0,276	-0,059	-5,707	-1,727	0,421	-1,152	
07:06:17	-14,1	1,649	1,381	1,465	-1,070	0,403	1,069	-0,894	0,953	0,340	0,388	0,358	0,046	-5,578	-1,511	0,736	-0,832	
07:07:17	-14,5	1,911	1,640	1,675	-0,831	0,604	1,260	-0,717	1,118	0,344	0,384	0,329	0,074	-5,595	-1,407	0,852	-0,673	
07:08:17	-14,9	1,954	1,675	1,725	-0,763	0,654	1,312	-0,689	1,103	0,237	0,286	0,269	0,018	-5,699	-1,456	0,823	-0,729	
07:09:17	-15,3	1,036	1,051	1,149	-1,248	0,193	0,878	-1,127	0,607	-0,053	-0,026	-0,004	-0,251	-6,064	-1,829	0,364	-1,328	
07:10:17	-15,5	0,133	0,267	0,409	-1,899	-0,432	0,320	-1,696	-0,033	-0,369	-0,358	-0,274	-0,550	-6,499	-2,211	-0,162	-1,979	
07:11:17	-15,5	-0,643	-0,403	-0,238	-2,440	-0,925	-0,165	-2,162	-0,520	-0,568	-0,553	-0,476	-0,760	-6,755	-2,532	-0,588	-2,486	
07:12:17	-15,3	-1,130	-0,852	-0,652	-2,840	-1,261	-0,491	-2,520	-0,819	-0,661	-0,644	-0,561	-0,822	-6,854	-2,724	-0,844	-2,820	
07:13:17	-15,0	-1,268	-1,008	-0,774	-2,999	-1,381	-0,631	-2,620	-0,917	-0,632	-0,615	-0,524	-0,813	-6,834	-2,769	-0,923	-2,892	
07:14:17	-14,6	-1,184	-1,011	-0,796	-3,014	-1,382	-0,636	-2,630	-0,910	-0,536	-0,517	-0,449	-0,727	-6,731	-2,731	-0,900	-2,843	
07:15:17	-14,3	-1,112	-0,968	-0,764	-3,002	-1,374	-0,583	-2,568	-0,830	-0,442	-0,415	-0,359	-0,653	-6,607	-2,671	-0,839	-2,802	
07:16:17	-13,9	-0,991	-0,857	-0,667	-2,905	-1,300	-0,532	-2,500	-0,731	-0,345	-0,333	-0,280	-0,588	-6,490	-2,602	-0,746	-2,671	
07:17:17	-13,7	-0,257	-0,305	-0,125	-2,463	-0,910	-0,153	-2,129	-0,319	-0,143	-0,110	-0,089	-0,407	-6,225	-2,317	-0,367	-2,144	
07:18:17	-13,7	0,738	0,528	0,639	-1,779	-0,286	0,445	-1,526	0,310	0,147	0,188	0,141	-0,149	-5,842	-1,901	0,166	-1,519	
07:19:17	-13,9	1,426	1,144	1,204	-1,252	0,198	0,875	-1,088	0,760	0,290	0,343	0,301	-0,016	-5,638	-1,641	0,559	-1,041	
07:20:17	-14,2	1,780	1,533	1,595	-0,931	0,503	1,184	-0,817	1,043	0,348	0,400	0,350	0,063	-5,559	-1,490	0,798	-0,777	
07:21:17	-14,6	1,951	1,705	1,750	-0,773	0,665	1,317	-0,690	1,154	0,308	0,339	0,332	0,065	-5,590	-1,422	0,871	-0,645	
07:22:17	-15,1	1,694	1,538	1,585	-0,882	0,522	1,201	-0,791	0,986	0,147	0,174	0,191	-0,071	-5,805	-1,570	0,683	-0,947	
07:23:17	-15,4	0,722	0,785	0,884	-1,484	-0,011	0,703	-1,321	0,406	-0,192	-0,166	-0,112	-0,389	-6,223	-1,982	0,173	-1,585	
07:24:17	-15,5	-0,140	-0,003	0,172	-2,098	-0,597	0,168	-1,856	-0,194	-0,454	-0,447	-0,389	-0,665	-6,592	-2,369	-0,343	-2,191	
07:25:17	-15,4	-0,824	-0,550	-0,396	-2,591	-1,049	-0,291	-2,309	-0,642	-0,620	-0,593	-0,532	-0,786	-6,816	-2,627	-0,676	-2,637	
07:26:17	-15,2	-1,209	-0,935	-0,760	-2,934	-1,325	-0,566	-2,566	-0,888	-0,667	-0,647	-0,553	-0,840	-6,870	-2,761	-0,880	-2,862	
07:27:17	-14,8	-1,221	-0,993	-0,804	-3,010	-1,400	-0,649	-2,630	-0,925	-0,596	-0,588	-0,496	-0,772	-6,760	-2,782	-0,918	-2,892	
07:28:17	-14,5	-1,195	-0,987	-0,780	-3,001	-1,408	-0,628	-2,589	-0,896	-0,492	-0,482	-0,418	-0,707	-6,659	-2,714	-0,859	-2,826	
07:29:17	-14,2	-1,070	-0,929	-0,743	-2,963	-1,361	-0,580	-2,562	-0,806	-0,420	-0,384	-0,347	-0,638	-6,549	-2,681	-0,807	-2,801	
07:30:17	-13,9	-0,836	-0,759	-0,562	-2,806	-1,241	-0,454	-2,444	-0,670	-0,336	-0,279	-0,240	-0,542	-6,415	-2,542	-0,683	-2,597	
07:31:17	-13,7	0,087	-0,033	0,121	-2,252	-0,705	0,059	-1,945	-0,084	-0,040	-0,036	0,000	-0,314	-6,119	-2,181	-0,188	-1,948	
07:32:17	-13,7	0,998	0,759	0,868	-1,580	-0,094	0,614	-1,368	0,484	0,232	0,247	0,203	-0,086	-5,750	-1,803	0,324	-1,324	
07:33:17	-14,0	1,548	1,280	1,347	-1,141	0,303	0,988	-0,983	0,881	0,347	0,354	0,339	0,008	-5,606	-1,595	0,652	-0,951	
07:34:17	-14,3	1,807	1,564	1,637	-0,894	0,575	1,205	-0,772	1,072	0,326	0,381	0,347	0,077	-5,593	-1,478	0,815	-0,764	
07:35:17	-14,8	1,980	1,725	1,765	-0,751	0,672	1,318	-0,674	1,150	0,291	0,331	0,287	0,027	-5,659	-1,467	0,859	-0,724	
07:36:17	-15,2	1,265	1,197	1,284	-1,130	0,304	0,974	-1,033	0,743	0,019	0,068	0,056	-0,226	-5,967	-1,717	0,453	-1,248	
07:37:17	-15,4	0,290	0,435	0,551	-1,760	-0,270	0,436	-1,582	0,121	-0,323	-0,293	-0,254	-0,482	-6,393	-2,157	-0,081	-1,921	
07:38:17	-15,4	-0,494	-0,256	-0,117	-2,354	-0,810	-0,075	-2,069	-0,418	-0,526	-0,531	-0,464	-0,711	-6,705	-2,505	-0,514	-2,437	
07:39:17	-15,3	-1,031	-0,766	-0,572	-2,784	-1,194	-0,432	-2,452	-0,763	-0,643	-0,629	-0,543	-0,820	-6,825	-2,700	-0,784	-2,769	
07:40:17	-15,0	-1,219	-0,987	-0,786	-2,996	-1,375	-0,606	-2,608	-0,881	-0,626	-0,629	-0,514	-0,823	-6,828	-2,771	-0,941	-2,927	
07:41:17	-14,6	-1,189	-0,993	-0,812	-3,010	-1,399	-0,639	-2,637	-0,907	-0,528	-0,548	-0,454	-0,738	-6,719	-2,758	-0,895	-2,922	
07:42:17	-14,3	-1,132	-0,937	-0,756	-2,959	-1,364	-0,598	-2,590	-0,804	-0,458	-0,432	-0,342	-0,681	-6,612	-2,686	-0,836	-2,833	
07:43:17	-14,0	-1,020	-0,879	-0,691	-2,917	-1,316	-0,539	-2,533	-0,757	-0,362	-0,365	-0,293	-0,594	-6,487	-2,661	-0,782	-2,748	
07:44:17	-13,7	-0,379	-0,400	-0,232	-2,503	-0,952	-0,187	-2,167	-0,375	-0,177	-0,143	-0,119	-0,444	-6,288	-2,359	-0,413	-2,253	
07:45:17	-13,7	0,655	0,441	0,563	-1,863	-0,313	0,367	-1,599	0,270	0,110	0,122	0,144	-0,181	-5,898	-1,955	0,153	-1,595	
07:46:17	-13,8	1,336	1,074	1,158	-1,340	0,147	0,867	-1,136	0,726	0,273	0,328	0,277	-0,032	-5,668	-1,675	0,508	-1,147	
07:47:17	-14,1	1,732	1,462	1,537	-0,990	0,458	1,146	-0,858	0,996	0,343	0,360	0,283	0,025	-5,632	-1,527	0,726	-0,875	
07:48:17	-14,6	1,963	1,671	1,710	-0,801	0,634	1,304	-0,714	1,128	0,313	0,320	0,298	0,026	-5,640	-1,462	0,816	-0,744	
07:49:17	-15,0	1,740	1,575	1,607	-0,868	0,549	1,211	-0,783	1,015	0,160	0,185	0,140	-0,139	-5,841	-1,580	0,683	-0,958	
07:50:17	-15,3	0,785	0,842	0,923	-1,439	0,011	0,733	-1,294	0,423	-0,166	-0,149	-0,125	-0,367	-6,212	-1,943	0,224	-1,584	
07:51:17	-15,5	-0,110	0,075	0,200	-2,072	-0,558	0,171	-1,849	-0,163	-0,426	-0,448	-0,392	-0,631	-6,603	-2,386	-0,300	-2,211	
07:52:17	-15,4	-0,776	-0,527	-0,359	-2,567	-1,025	-0,240	-2,284	-0,590	-0,603	-0,587	-0,529	-0,786	-6,794	-2,601	-0,644	-2,639	
07:53:17	-15,2	-1,151	-0,911	-0,695	-2,892	-1,294	-0,569	-2,535	-0,868	-0,666	-0,650	-0,561	-0,848	-6,863	-2,756	-0,871	-2,870	
07:54:17	-14,8	-1,189	-1,004	-0,786	-3,003	-1,393	-0,619	-2,620	-0,899	-0,603	-0,590	-0,492	-0,800	-6,791	-2,779	-0,911	-2,898	
07:55:17	-14,5	-1,145	-0,974	-0,790	-2,992	-1,381	-0,611	-2,573	-0,846	-0,487	-0,474	-0,407	-0,697	-6,696	-2,727	-0,849	-2,868	
07:56:17	-14,2	-1,092	-0,906	-0,736	-2,935	-1,367	-0,604	-2,544	-0,800	-0,420	-0,392	-0,343	-0,638	-6,554	-2,688	-0,804	-2,809	
07:57:17	-13,9	-0,912	-0,778	-0,590	-2,836	-1,263	-0,467	-2,461	-0,688	-0,315	-0,315	-0,233	-0,551	-6,464	-2,599	-0,713	-2,672	
07:58:17	-13,7	-0,046	-0,107	0,042	-2,305	-0,770	-0,031	-2,001	-0,166	-0,083	-0,062	-0,040	-0,370	-6,169	-2,249	-0,251	-2,088	
07:59:17	-13,7	0,911	0,667	0,765	-1,673	-0,176	0,540	-1,457	0,406	0,174	0,219	0,202	-0,127	-5,832	-1,869	0,270	-1,453	
08:00:17	-13,9	1,516	1,242	1,292	-1,199	0,278	0,930	-1,052	0,803	0,303	0,344	0,291	-0,002	-5,653	-1,617	0,594	-1,039	
08:01:18	-14,3	1,808	1,570	1,620	-0,895	0,534	1,209	-0,806	1,025	0,321	0,351	0,321	0,033	-5,605	-1,478	0,772	-0,838	
08:02:18	-14,7	1,996	1,716	1,749	-0,743	0,631	1,313	-0,682	1,161	0,275	0,299	0,277	-0,009	-5,645	-1,480	0,851	-0,757	
08:03:18	-15,1	1,414	1,343	1,361	-1,064	0,377	1,062	-0,952	0,816	0,070	0,083	0,085	-0,191	-5,947	-1,720	0,522	-1,205	
08:04:18	-15,4	0,440	0,534	0,674	-1,681	-0,197	0,524	-1,493	0,227	-0,283	-0,276	-0,199	-0,478	-6,379	-2,121	-0,009	-1,825	
08:05:18	-15,4	-0,350	-0,157	-0,008	-2,235	-0,713	0,034	-2,004	-0,309	-0,533	-0,506	-0,433	-0,690	-6,707	-2,470	-0,463	-2,382	
08:06:18	-15,3	-0,965	-0,695	-0,499	-2,708	-1,134	-0,381	-2,377	-0,707	-0,630	-0,637	-0,531	-0,812	-6,839	-2,690	-0,763	-2,779	
08:07:18	-15,0	-1,209	-0,960	-0,746	-2,946	-1,340	-0,602	-2,602	-0,883	-0,643	-0,626	-0,549	-0,836	-6,858	-2,770	-0,883	-2,930	
08:08:18	-14,7	-1,196	-0,984	-0,787	-2,969	-1,419	-0,616	-2,612	-0,897	-0,580	-0,525	-0,474	-0,772	-6,756	-2,781	-0,895	-2,929	
08:09:18	-14,3	-1,127	-0,949	-0,769	-2,971	-1,379	-0,604	-2,588	-0,853	-0,482	-0,459	-0,388	-0,690	-6,656	-2,719	-0,835	-2,846	
08:10:18	-14,0	-1,061	-0,913	-0,711	-2,925	-1,363	-0,550	-2,553	-0,813	-0,401	-0,387	-0,323	-0,606	-6,550	-2,680	-0,801	-2,833	
08:11:18	-13,8	-0,632	-0,604	-0,433	-2,679	-1,116	-0,359	-2,336	-0,530	-0,250	-0,219	-0,189	-0,508	-6,373	-2,504	-0,579	-2,501	
08:12:18	-13,6	0,375	0,206	0,331	-2,050	-0,536	0,228	-1,764	0,099	0,047	0,080	0,050	-0,264	-6,037	-2,079	-0,012	-1,850	
08:13:18	-13,7	1,165	0,925	0,992	-1,442	0,021	0,725	-1,280	0,605	0,261	0,284	0,247	-0,084	-5,745	-1,773	0,411	-1,293	
08:14:18	-14,0	1,673	1,396	1,452	-1,051	0,388	1,071	-0,926	0,944	0,335	0,373	0,298	0,000	-5,609	-1,582	0,688	-0,968	
08:15:18	-14,4	1,919	1,647	1,681	-0,826	0,594	1,268	-0,746	1,112	0,310	0,356	0,312	0,018	-5,625	-1,510	0,802	-0,819	
08:16:18	-14,9	1,956	1,720	1,739	-0,773	0,643	1,303	-0,717	1,112	0,237	0,251	0,228	-0,050	-5,746	-1,522	0,785	-0,849	
08:17:18	-15,2	1,092	1,104	1,148	-1,231	0,194	0,919	-1,139	0,632	-0,061	-0,007	-0,030	-0,295	-6,095	-1,855	0,354	-1,437	
08:18:18	-15,4	0,155	0,332	0,426	-1,849	-0,390	0,339	-1,688	0,038	-0,351	-0,347	-0,313	-0,552	-6,491	-2,235	-0,165	-2,057	
08:19:18	-15,4	-0,560	-0,355	-0,177	-2,411	-0,906	-0,095	-2,125	-0,474	-0,582	-0,552	-0,467	-0,748	-6,745	-2,550	-0,570	-2,539	
08:20:18	-15,2	-1,058	-0,806	-0,642	-2,802	-1,219	-0,480	-2,492	-0,779	-0,660	-0,629	-0,554	-0,842	-6,834	-2,746	-0,819	-2,895	
